model,model_id,model_slug,provider,reasoning_mode,task_id,sample_idx,status,finish_reason,family,source_collection,task_form,core_function,benchmark_split,input_tokens,output_tokens,reasoning_tokens,total_tokens,api_elapsed_s,task_elapsed_s,api_call_count,generated_at,meta_path
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_thermometer_dac_e2e,0,source_selected,,end-to-end,original92,end-to-end,data conversion,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:45.588277+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_thermometer_dac_e2e/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo,mimo_thinking:disabled,vbm1_thermometer_dac_tb,0,generated,stop,tb-generation,original92,tb-generation,data conversion,benchmark-vabench-main-v1,3412,981,0,4393,17.743,17.751,1,2026-05-09T03:43:06.752706+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_thermometer_dac_tb/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo,mimo_thinking:disabled,vbm1_thermometer_decoder_guarded_bugfix,0,generated,stop,bugfix,balanced_supplement_v1,bugfix,pointer/selection,benchmark-vabench-main-v1,3291,606,0,3897,9.677,9.681,1,2026-05-09T03:42:55.762264+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_thermometer_decoder_guarded_bugfix/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_thermometer_decoder_guarded_dut,0,source_selected,,spec-to-va,balanced_supplement_v1,spec-to-va,pointer/selection,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:46.285541+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_thermometer_decoder_guarded_dut/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_thermometer_decoder_guarded_e2e,0,source_selected,,end-to-end,balanced_supplement_v1,end-to-end,pointer/selection,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:46.289470+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_thermometer_decoder_guarded_e2e/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_thermometer_decoder_guarded_tb,0,source_selected,,tb-generation,balanced_supplement_v1,tb-generation,pointer/selection,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:46.292815+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_thermometer_decoder_guarded_tb/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_track_hold_aperture_bugfix,0,source_selected,,bugfix,original92,bugfix,stateful analog memory,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:46.295933+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_track_hold_aperture_bugfix/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_track_hold_aperture_dut,0,source_selected,,spec-to-va,original92,spec-to-va,stateful analog memory,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:46.299291+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_track_hold_aperture_dut/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo,mimo_thinking:disabled,vbm1_track_hold_aperture_e2e,0,generated,stop,end-to-end,original92,end-to-end,stateful analog memory,benchmark-vabench-main-v1,3470,519,0,3989,10.585,10.59,1,2026-05-09T03:43:03.559388+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_track_hold_aperture_e2e/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo,mimo_thinking:disabled,vbm1_track_hold_aperture_tb,0,generated,stop,tb-generation,original92,tb-generation,stateful analog memory,benchmark-vabench-main-v1,2783,317,0,3100,6.133,6.136,1,2026-05-09T03:42:52.684247+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_track_hold_aperture_tb/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo,mimo_thinking:disabled,vbm1_vco_phase_integrator_bugfix,0,generated,stop,bugfix,balanced_supplement_v1,bugfix,continuous dynamics/pll,benchmark-vabench-main-v1,2951,329,0,3280,6.649,6.654,1,2026-05-09T03:42:53.615438+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_vco_phase_integrator_bugfix/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_vco_phase_integrator_dut,0,source_selected,,spec-to-va,balanced_supplement_v1,spec-to-va,continuous dynamics/pll,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:47.238157+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_vco_phase_integrator_dut/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_vco_phase_integrator_e2e,0,source_selected,,end-to-end,balanced_supplement_v1,end-to-end,continuous dynamics/pll,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:47.242403+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_vco_phase_integrator_e2e/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_vco_phase_integrator_tb,0,source_selected,,tb-generation,balanced_supplement_v1,tb-generation,continuous dynamics/pll,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:47.245757+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_vco_phase_integrator_tb/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_voltage_clamp_bugfix,0,source_selected,,bugfix,balanced_supplement_v1,bugfix,threshold/static nonlinear,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:47.248669+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_voltage_clamp_bugfix/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo,mimo_thinking:disabled,vbm1_voltage_clamp_dut,0,generated,stop,spec-to-va,balanced_supplement_v1,spec-to-va,threshold/static nonlinear,benchmark-vabench-main-v1,2915,193,0,3108,5.454,5.458,1,2026-05-09T03:42:52.726999+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_voltage_clamp_dut/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,vbm1_voltage_clamp_e2e,0,source_selected,,end-to-end,balanced_supplement_v1,end-to-end,threshold/static nonlinear,benchmark-vabench-main-v1,0,0,0,0,0.0,0.0,0,2026-05-09T03:42:52.689375+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_voltage_clamp_e2e/sample_0/generation_meta.json
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo,mimo_thinking:disabled,vbm1_voltage_clamp_tb,0,generated,stop,tb-generation,balanced_supplement_v1,tb-generation,threshold/static nonlinear,benchmark-vabench-main-v1,2714,232,0,2946,4.111,4.115,1,2026-05-09T03:42:58.640327+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-main120-C-compile-loop-mimo-v2.5-pro-20260509/mimo-v2.5-pro/vbm1_voltage_clamp_tb/sample_0/generation_meta.json
